	run	biosample	breed	country	direction
404	ERZ1738264	SAMEA5577153	Modern Alentejana bos taurus.	PO	WHOLE
405	ERZ1738264	SAMEA5605818	Modern South Anatolian Red (Bos taurus)	TU	SE
406	ERZ1738264	SAMEA6272082	cattle	?	Unspecified: Doesn't conform to standard
407	ERZ1738264	SAMEA6272083	cattle	?	Unspecified: Doesn't conform to standard
408	ERZ1738264	SAMEA6272084	cattle	?	Unspecified: Doesn't conform to standard
409	ERZ1738264	SAMEA6272085	cattle	?	Unspecified: Doesn't conform to standard
410	ERZ1738264	SAMEA6272086	cattle	?	Unspecified: Doesn't conform to standard
411	ERZ1738264	SAMEA6272087	cattle	?	Unspecified: Doesn't conform to standard
412	ERZ1738264	SAMEA6272088	cattle	?	Unspecified: Doesn't conform to standard
413	ERZ1738264	SAMEA6272089	cattle	?	Unspecified: Doesn't conform to standard
414	ERZ1738264	SAMEA6272090	cattle	?	Unspecified: Doesn't conform to standard
415	ERZ1738264	SAMEA6272091	cattle	?	Unspecified: Doesn't conform to standard
416	ERZ1738264	SAMEA6272092	cattle	?	Unspecified: Doesn't conform to standard
417	ERZ1738264	SAMEA6272093	cattle	?	Unspecified: Doesn't conform to standard
418	ERZ1738264	SAMEA6272094	cattle	?	Unspecified: Doesn't conform to standard
419	ERZ1738264	SAMEA6272095	cattle	?	Unspecified: Doesn't conform to standard
420	ERZ1738264	SAMEA6272096	cattle	?	Unspecified: Doesn't conform to standard
421	ERZ1738264	SAMEA6272097	cattle	?	Unspecified: Doesn't conform to standard
422	ERZ1738264	SAMEA6272098	cattle	?	Unspecified: Doesn't conform to standard
423	ERZ1738264	SAMEA6272099	cattle	?	Unspecified: Doesn't conform to standard
424	ERZ1738264	SAMEA6272100	cattle	?	Unspecified: Doesn't conform to standard
425	ERZ1738264	SAMEA6272101	cattle	?	Unspecified: Doesn't conform to standard
426	ERZ1738264	SAMEA6272102	cattle	?	Unspecified: Doesn't conform to standard
427	ERZ1738264	SAMEA6272103	cattle	?	Unspecified: Doesn't conform to standard
428	ERZ1738264	SAMEA6272104	cattle	?	Unspecified: Doesn't conform to standard
429	ERZ1738264	SAMEA6272105	cattle	?	Unspecified: Doesn't conform to standard
430	ERZ1738264	SAMEA6272106	cattle	?	Unspecified: Doesn't conform to standard
431	ERZ1738264	SAMEA6272107	cattle	?	Unspecified: Doesn't conform to standard
432	ERZ1738264	SAMEA6272108	cattle	?	Unspecified: Doesn't conform to standard
433	ERZ1738264	SAMEA6272109	cattle	?	Unspecified: Doesn't conform to standard
434	ERZ1738264	SAMEA6272110	cattle	?	Unspecified: Doesn't conform to standard
435	ERZ1738264	SAMEA6272111	cattle	?	Unspecified: Doesn't conform to standard
436	ERZ1738264	SAMEA6272112	cattle	?	Unspecified: Doesn't conform to standard
437	ERZ1738264	SAMEA6272113	cattle	?	Unspecified: Doesn't conform to standard
438	ERZ1738264	SAMEA6272114	cattle	?	Unspecified: Doesn't conform to standard
439	ERZ1738264	SAMEA6272115	cattle	?	Unspecified: Doesn't conform to standard
440	ERZ1738264	SAMEA6272116	cattle	?	Unspecified: Doesn't conform to standard
441	ERZ1738264	SAMEA6272117	cattle	?	Unspecified: Doesn't conform to standard
442	ERZ1738264	SAMEA6272118	cattle	?	Unspecified: Doesn't conform to standard
443	ERZ1738264	SAMEA6272119	cattle	?	Unspecified: Doesn't conform to standard
444	ERZ1738264	SAMEA6272120	cattle	?	Unspecified: Doesn't conform to standard
445	ERZ1738264	SAMEA6272121	cattle	?	Unspecified: Doesn't conform to standard
446	ERZ1738264	SAMEA6272122	cattle	?	Unspecified: Doesn't conform to standard
447	ERZ1738264	SAMEA6272123	cattle	?	Unspecified: Doesn't conform to standard
448	ERZ1738264	SAMEA6272124	cattle	?	Unspecified: Doesn't conform to standard
449	ERZ1738264	SAMEA6272125	cattle	?	Unspecified: Doesn't conform to standard
450	ERZ1738264	SAMEA6272126	cattle	?	Unspecified: Doesn't conform to standard
451	ERZ1738264	SAMEA6272127	cattle	?	Unspecified: Doesn't conform to standard
452	ERZ1738264	SAMEA6272128	cattle	?	Unspecified: Doesn't conform to standard
453	ERZ1738264	SAMEA6272129	cattle	?	Unspecified: Doesn't conform to standard
454	ERZ1738264	SAMEA6272132	cattle	?	Unspecified: Doesn't conform to standard
455	ERZ1738264	SAMEA6272133	cattle	?	Unspecified: Doesn't conform to standard
456	ERZ1738264	SAMEA6272134	cattle	?	Unspecified: Doesn't conform to standard
457	ERR3890031	SAMEA6528879	Eringer - female	SW	S
458	ERR3890032	SAMEA6528880	Holstein - male	AM	WHOLE
459	ERR3890033	SAMEA6528881	Romagnola - male	IT	N
460	ERR3890034	SAMEA6528882	Romagnola - female	IT	N
461	ERR3890035	SAMEA6528883	Romagnola - male	IT	N
462	ERR3890036	SAMEA6528884	Romagnola - female	IT	N
463	ERR3890037	SAMEA6528885	Romagnola - male	IT	N
464	ERR3890038	SAMEA6528886	Original Braunvieh - female	SW	C
465	ERR3890039	SAMEA6528887	Original Braunvieh - male	SW	C
466	ERR3890040	SAMEA6528888	Original Braunvieh - female	SW	C
467	ERR3890041	SAMEA6528889	Original Braunvieh - female	SW	C
468	ERR3890042	SAMEA6528890	Original Braunvieh - female	SW	C
469	ERR3890043	SAMEA6528891	Original Braunvieh - female	SW	C
470	ERR3890044	SAMEA6528892	Original Braunvieh - female	SW	C
471	ERR3890045	SAMEA6528893	Original Braunvieh - male	SW	C
472	ERR3890046	SAMEA6528894	Original Braunvieh - female	SW	C
473	ERR3890047	SAMEA6528895	Original Braunvieh - male	SW	C
474	ERR3890048	SAMEA6528896	Holstein - female	AM	WHOLE
475	ERR3890049	SAMEA6528897	Holstein - male	AM	WHOLE
476	ERR3890050	SAMEA6528898	Belgian Blue x Holstein - male	BExAM	mixed
477	ERR3890051	SAMEA6528899	Holstein - female	AM	WHOLE
478	ERR3890052	SAMEA6528900	Danish Red Dairy x Holstein - male	DE/UK	mixed
479	ERR3890053	SAMEA6528901	Danish Red Dairy - male	DE/UK	mixed
480	ERR3890054	SAMEA6528902	Holstein - male	AM	WHOLE
481	ERR3890055	SAMEA6528903	Holstein - male	AM	WHOLE
482	ERR3890056	SAMEA6528904	Holstein - female	AM	WHOLE
483	ERR3890057	SAMEA6528905	Holstein - male	AM	WHOLE
484	ERR3890058	SAMEA6528906	Holstein - male	AM	WHOLE
485	ERR3890059	SAMEA6528907	Holstein - female	AM	WHOLE
486	ERR3890060	SAMEA6528908	Holstein - female	AM	WHOLE
487	ERR3890061	SAMEA6528909	Holstein - male	AM	WHOLE
488	ERR3890062	SAMEA6528910	Simmental - male	SW	W
489	ERR4291955	SAMEA7015107	Evolne - male	SW	SW
490	ERR4291956	SAMEA7015108	Original BraunviehBrown Swiss - male	SW	C
491	ERR4291957	SAMEA7015109	Simmental - male	SW	W
492	ERR4291958	SAMEA7015110	Holstein - male	AM	WHOLE
493	ERR4291959	SAMEA7015111	Hereford - male	UK	SW
494	ERR4291960	SAMEA7015112	Holstein - male	AM	WHOLE
495	ERR4291961	SAMEA7015113	Holstein - female	AM	WHOLE
496	ERR4291962	SAMEA7015114	Romagnola - female	IT	N
497	ERR4291963	SAMEA7015115	Holstein - female	AM	WHOLE
498	ERR4291964	SAMEA7015116	Tyrolean Grey Cattle - female	AU	W
499	ERR4291965	SAMEA7015117	Tyrolean Grey Cattle - female	AU	W
500	ERR4291966	SAMEA7015118	Tyrolean Grey Cattle - male	AU	W
501	ERR4291967	SAMEA7015119	Tyrolean Grey Cattle - male	AU	W
502	ERR4291968	SAMEA7015120	Tyrolean Grey Cattle - male	AU	W
503	ERR4291969	SAMEA7015121	Tyrolean Grey Cattle - female	AU	W
504	ERR4919599	SAMEA7690195	Romagnola - Male	IT	N
505	ERR4919600	SAMEA7690196	Chianina	IT	N
506	ERR4919601	SAMEA7690197	Chianina - Female	IT	N
507	ERR4919602	SAMEA7690198	Chianina - Female	IT	N
508	ERR4919603	SAMEA7690199	Simmental - Female	SW	W
509	ERR4919604	SAMEA7690200	Holstein - Female	AM	WHOLE
510	ERR4919605	SAMEA7690201	Holstein - Male	AM	WHOLE
511	ERR4919606	SAMEA7690202	Romagnola - Female	IT	N
512	ERR4919607	SAMEA7690203	Romagnola - Male	IT	N
513	ERR4919608	SAMEA7690204	Limousin - Female	FR	CS
514	ERR4919609	SAMEA7690205	Limousin - Male	FR	CS
515	ERR4919610	SAMEA7690206	Limousin	FR	CS
516	ERR4919611	SAMEA7690207	Holstein - Male	AM	WHOLE
517	ERR4919612	SAMEA7690208	Holstein - Female	AM	WHOLE
518	ERR4919613	SAMEA7690209	Holstein	AM	WHOLE
519	ERR4919614	SAMEA7690210	Holstein - Female	AM	WHOLE
520	ERR4919615	SAMEA7690211	Holstein	AM	WHOLE
521	ERR4919616	SAMEA7690212	Holstein - Male	AM	WHOLE
522	ERR4919617	SAMEA7690213	Holstein - Male	AM	WHOLE
523	ERR4919618	SAMEA7690214	Holstein - Female	AM	WHOLE
524	ERR4919619	SAMEA7690215	Holstein - Male	AM	WHOLE
525	ERR4919621	SAMEA7690217	Charolais - Female	FR	C
526	ERR4919622	SAMEA7690218	LimousinxSimmental - Female	FR	CS
527	ERR4919623	SAMEA7690219	Simmental - Female	SW	W
528	ERR4919624	SAMEA7690220	Simmental - Female	SW	W
529	ERR4919625	SAMEA7690221	LimousinxSimmental - Female	FR	CS
530	ERR4919626	SAMEA7690222	Holstein - Male	AM	WHOLE
531	ERR4919627	SAMEA7690223	Holstein - Female	AM	WHOLE
532	ERR4919628	SAMEA7690224	Holstein - Male	AM	WHOLE
533	ERR4919629	SAMEA7690225	Holstein	AM	WHOLE
534	ERR4919630	SAMEA7690226	Holstein	AM	WHOLE
535	ERR4919631	SAMEA7690227	Holstein - Male	AM	WHOLE
536	ERR4919632	SAMEA7690228	Holstein - Female	AM	WHOLE
537	ERR4919633	SAMEA7690229	Limousin - Male	FR	CS
538	ERR4919634	SAMEA7690230	Chianina - Male	IT	N
539	ERR4919635	SAMEA7690231	Chianina - Female	IT	N
540	ERR4919636	SAMEA7690232	Holstein - Female	AM	WHOLE
541	ERR4919637	SAMEA7690233	Holstein - Male	AM	WHOLE
542	ERR4919638	SAMEA7690234	Holstein - Female	AM	WHOLE
543	ERR4919639	SAMEA7690235	Holstein - Male	AM	WHOLE
544	ERR4919640	SAMEA7690236	Holstein - Female	AM	WHOLE
545	ERR4919641	SAMEA7690237	Holstein - Female	AM	WHOLE
546	ERR4919642	SAMEA7690238	Holstein - Female	AM	WHOLE
547	ERR4919643	SAMEA7690239	Holstein - Male	AM	WHOLE
548	ERR4919644	SAMEA7690240	Simmental - Female	SW	W
549	ERR4919645	SAMEA7690241	Holstein - Female	AM	WHOLE
550	ERR4919646	SAMEA7690242	Holstein - Male	AM	WHOLE
551	ERR4919647	SAMEA7690243	Holstein - Male	AM	WHOLE
552	ERR4919648	SAMEA7690244	Holstein - Male	AM	WHOLE
553	ERR4919649	SAMEA7690245	Holstein	AM	WHOLE
554	ERR4919650	SAMEA7690246	Holstein - Male	AM	WHOLE
555	ERR4919651	SAMEA7690247	Holstein - Male	AM	WHOLE
556	ERR4919652	SAMEA7690248	Holstein - Male	AM	WHOLE
557	ERR4919653	SAMEA7690249	Holstein - Female	AM	WHOLE
558	ERR4919654	SAMEA7690250	Holstein - Male	AM	WHOLE
559	ERR4919655	SAMEA7690251	Holstein - Female	AM	WHOLE
560	ERR4919656	SAMEA7690252	Holstein - Female	AM	WHOLE
561	ERR4919657	SAMEA7690253	Holstein - Female	AM	WHOLE
562	ERR4919658	SAMEA7690254	Holstein - Female	AM	WHOLE
563	ERR4919659	SAMEA7690255	Holstein - Female	AM	WHOLE
564	ERR4919660	SAMEA7690256	Holstein - Female	AM	WHOLE
565	ERR4919661	SAMEA7690257	Holstein - Female	AM	WHOLE
566	ERR4919662	SAMEA7690258	Holstein - Female	AM	WHOLE
567	ERR4919663	SAMEA7690259	Holstein - Female	AM	WHOLE
568	ERR4919664	SAMEA7690260	Holstein - Female	AM	WHOLE
569	ERR4919665	SAMEA7690261	Holstein - Female	AM	WHOLE
570	ERR4919666	SAMEA7690262	Holstein - Male	AM	WHOLE
571	ERR4919667	SAMEA7690263	Holstein - Male	AM	WHOLE
572	ERR4919668	SAMEA7690264	Holstein - Male	AM	WHOLE
573	ERR4919669	SAMEA7690265	Holstein - Male	AM	WHOLE
574	ERR4919670	SAMEA7690266	Holstein - Male	AM	WHOLE
575	ERR4919671	SAMEA7690267	Holstein - Male	AM	WHOLE
576	ERZ1738264	SAMEA19848418	Holstein - female	AM	WHOLE
577	ERR5711600	SAMEA8565005	Holstein - m	AM	WHOLE
578	ERR5711618	SAMEA8565023	Chianina - m	IT	N
579	ERR5711604	SAMEA8565009	Holstein - m	AM	WHOLE
580	ERR5711610	SAMEA8565015	Holstein - m	AM	WHOLE
581	ERR5711633	SAMEA8565038	Holstein - m	AM	WHOLE
582	ERR5711620	SAMEA8565025	Holstein - f	AM	WHOLE
583	ERR5711613	SAMEA8565018	Romagnola - m	IT	N
584	ERR5711609	SAMEA8565014	Holstein - m	AM	WHOLE
585	ERR5711601	SAMEA8565006	Holstein - m	AM	WHOLE
586	ERR5711621	SAMEA8565026	Holstein -	AM	WHOLE
587	ERR5711639	SAMEA8565044	Simmental - m	SW	W
588	ERR5711636	SAMEA8565041	Holstein - m	AM	WHOLE
589	ERR5711605	SAMEA8565010	Holstein - m	AM	WHOLE
590	ERR5711675	SAMEA8565080	Holstein - m	AM	WHOLE
591	ERR5711628	SAMEA8565033	Brown Swiss - f	SW	E
592	ERR5711603	SAMEA8565008	Holstein - m	AM	WHOLE
593	ERR5711645	SAMEA8565050	Chianina - f	IT	N
594	ERR5711670	SAMEA8565075	Holstein - m	AM	WHOLE
595	ERR5711634	SAMEA8565039	Holstein -	AM	WHOLE
596	ERR5711663	SAMEA8565068	Holstein - m	AM	WHOLE
597	ERR5711616	SAMEA8565021	Romagnola - f	IT	N
598	ERR5711607	SAMEA8565012	Holstein - m	AM	WHOLE
599	ERR5711623	SAMEA8565028	Brown Swiss - m	SW	E
600	ERR5711602	SAMEA8565007	Holstein - m	AM	WHOLE
601	ERR5711624	SAMEA8565029	Original Braunvieh - m	SW	C
602	ERR5711685	SAMEA8565090	Holstein -	AM	WHOLE
603	ERR5711599	SAMEA8565004	Holstein - m	AM	WHOLE
604	ERR5711632	SAMEA8565037	Simmental - f	SW	W
605	ERR5711674	SAMEA8565079	Holstein - f	AM	WHOLE
606	ERR5711659	SAMEA8565064	Holstein - f	AM	WHOLE
607	ERR5711627	SAMEA8565032	Swiss Fleckvieh - f	SW	CW
608	ERR5711598	SAMEA8565003	Holstein - m	AM	WHOLE
609	ERR5711687	SAMEA8565092	Holstein - m	AM	WHOLE
610	ERR5711648	SAMEA8565053	Holstein - m	AM	WHOLE
611	ERR5711635	SAMEA8565040	Holstein - f	AM	WHOLE
612	ERR5711693	SAMEA8565098	Brown Swiss - f	SW	E
613	ERR5711667	SAMEA8565072	Holstein -	AM	WHOLE
614	ERR5711691	SAMEA8565096	Original Braunvieh - f	SW	C
615	ERR5711671	SAMEA8565076	Holstein - f	AM	WHOLE
616	ERR5711649	SAMEA8565054	Holstein x unknown - f	AM	WHOLE
617	ERR5711684	SAMEA8565089	Holstein - m	AM	WHOLE
618	ERR5711642	SAMEA8565047	Romagnola - f	IT	N
619	ERR5711662	SAMEA8565067	Holstein - f	AM	WHOLE
620	ERR5711614	SAMEA8565019	Romagnola - m	IT	N
621	ERR5711689	SAMEA8565094	Holstein - f	AM	WHOLE
622	ERR5711647	SAMEA8565052	Chianina - f	IT	N
623	ERR5711677	SAMEA8565082	Holstein - m	AM	WHOLE
624	ERR5711679	SAMEA8565084	Holstein - m	AM	WHOLE
625	ERR5711653	SAMEA8565058	Holstein - f	AM	WHOLE
626	ERR5711654	SAMEA8565059	Holstein - m	AM	WHOLE
627	ERR5711692	SAMEA8565097	Brown Swiss - f	SW	E
628	ERR5711625	SAMEA8565030	Holstein - f	AM	WHOLE
629	ERR5711651	SAMEA8565056	Holstein -	AM	WHOLE
630	ERR5711669	SAMEA8565074	Holstein - m	AM	WHOLE
631	ERR5711657	SAMEA8565062	Holstein - m	AM	WHOLE
632	ERR5711643	SAMEA8565048	Romagnola - m	IT	N
633	ERR5711641	SAMEA8565046	Romagnola - f	IT	N
634	ERR5711597	SAMEA8565002	Holstein - m	AM	WHOLE
635	ERR5711617	SAMEA8565022	Romagnola - f	IT	N
636	ERR5711596	SAMEA8565001	Holstein - m	AM	WHOLE
637	ERR5711640	SAMEA8565045	Simmental - f	SW	W
638	ERR5711646	SAMEA8565051	Chianina - f	IT	N
639	ERR5711638	SAMEA8565043	Limousin - m	FR	CS
640	ERR5711631	SAMEA8565036	Brown Swiss - f	SW	E
641	ERR5711606	SAMEA8565011	Holstein - m	AM	WHOLE
642	ERR5711658	SAMEA8565063	Holstein - f	AM	WHOLE
643	ERR5711595	SAMEA8565000	Holstein - m	AM	WHOLE
644	ERR5711650	SAMEA8565055	Simmental - m	SW	W
645	ERR5711655	SAMEA8565060	Holstein - f	AM	WHOLE
646	ERR5711660	SAMEA8565065	Holstein - m	AM	WHOLE
647	ERR5711608	SAMEA8565013	Holstein - m	AM	WHOLE
648	ERR5711637	SAMEA8565042	Holstein - m	AM	WHOLE
649	ERR5711593	SAMEA8564998	Holstein - male	AM	WHOLE
650	ERR5711661	SAMEA8565066	Holstein -	AM	WHOLE
651	ERR5711656	SAMEA8565061	Holstein - f	AM	WHOLE
652	ERR5711682	SAMEA8565087	Holstein -	AM	WHOLE
653	ERR5711594	SAMEA8564999	Holstein - male	AM	WHOLE
654	ERR5711626	SAMEA8565031	Simmental - f	SW	W
655	ERR5711681	SAMEA8565086	Holstein - m	AM	WHOLE
656	ERR5711629	SAMEA8565034	Original Braunvieh - f	SW	C
657	ERR5711664	SAMEA8565069	Holstein - m	AM	WHOLE
658	ERR5711615	SAMEA8565020	Romagnola - f	IT	N
659	ERR5711622	SAMEA8565027	Holstein - m	AM	WHOLE
660	ERR5711672	SAMEA8565077	Holstein - m	AM	WHOLE
661	ERR5711676	SAMEA8565081	Holstein - m	AM	WHOLE
662	ERR5711644	SAMEA8565049	Romagnola - f	IT	N
663	ERR5711611	SAMEA8565016	Holstein - m	AM	WHOLE
664	ERR5711665	SAMEA8565070	Holstein - m	AM	WHOLE
665	ERR5711686	SAMEA8565091	Holstein - f	AM	WHOLE
666	ERR5711630	SAMEA8565035	Original Braunvieh - f	SW	C
667	ERR5711683	SAMEA8565088	Holstein -	AM	WHOLE
668	ERR5711668	SAMEA8565073	Holstein - f	AM	WHOLE
669	ERR5711680	SAMEA8565085	Holstein - f	AM	WHOLE
670	ERR5711619	SAMEA8565024	Romagnola - m	IT	N
671	ERR5711688	SAMEA8565093	Holstein - f	AM	WHOLE
672	ERR5711652	SAMEA8565057	Holstein - m	AM	WHOLE
673	ERR5711673	SAMEA8565078	Holstein - m	AM	WHOLE
674	ERR5711690	SAMEA8565095	Holstein - m	AM	WHOLE
675	ERR5711666	SAMEA8565071	Holstein - f	AM	WHOLE
676	ERR5711612	SAMEA8565017	Romagnola - m	IT	N
677	ERR7531109	SAMEA10833758	Evolne-male	SW	SW
678	ERR7531115	SAMEA10833764	Eringer-male	SW	S
679	ERR7531117	SAMEA10833766	Holstein-male	AM	WHOLE
680	ERR7531119	SAMEA10833768	Holstein-male	AM	WHOLE
681	ERR7531125	SAMEA10833774	Chianina-male	IT	N
682	ERR7531127	SAMEA10833776	Chianina-female	IT	N
683	ERR7531128	SAMEA10833777	Chianina-male	IT	N
684	ERR7531134	SAMEA10833783	Limousin-male	FR	CS
685	ERR7531146	SAMEA10833795	Brown Swiss-female	SW	E
686	ERR7531147	SAMEA10833796	Brown Swiss-male	SW	E
687	ERR7531148	SAMEA10833797	Brown Swiss-male	SW	E
688	ERR7531150	SAMEA10833799	Brown Swiss-female	SW	E
689	ERR7531163	SAMEA10833812	Holstein-female	AM	WHOLE
690	ERR7531170	SAMEA10833819	Holstein-female	AM	WHOLE
691	ERR7531175	SAMEA10833824	Brown Swiss-male	SW	E
692	ERR7531177	SAMEA10833826	Brown Swiss-male	SW	E
693	ERR7531181	SAMEA10833830	Holstein-male	AM	WHOLE
694	ERR7531182	SAMEA10833831	Holstein-female	AM	WHOLE
695	ERR7531191	SAMEA10833840	Holstein-female	AM	WHOLE
696	ERR7531197	SAMEA10833846	Swiss Fleckvieh-male	SW	CW
697	ERR7531192	SAMEA10833841	Angus-male	SC	WHOLE
698	ERR7531106	SAMEA10833755	Eringer - male	SW	S
699	ERR7531107	SAMEA10833756	Eringer-male	SW	S
700	ERR7531108	SAMEA10833757	Eringer-male	SW	S
701	ERR7531110	SAMEA10833759	Evolne-male	SW	SW
702	ERR7531111	SAMEA10833760	Evolne-male	SW	SW
703	ERR7531112	SAMEA10833761	Evolne-male	SW	SW
704	ERR7531113	SAMEA10833762	Evolne-male	SW	SW
705	ERR7531114	SAMEA10833763	Eringer-male	SW	S
706	ERR7531116	SAMEA10833765	Holstein-male	AM	WHOLE
707	ERR7531118	SAMEA10833767	Holstein-male	AM	WHOLE
708	ERR7531120	SAMEA10833769	Holstein-male	AM	WHOLE
709	ERR7531121	SAMEA10833770	Simmental-male	SW	W
710	ERR7531122	SAMEA10833771	Simmental-male	SW	W
711	ERR7531123	SAMEA10833772	Chianina-male	IT	N
712	ERR7531124	SAMEA10833773	Chianina-male	IT	N
713	ERR7531126	SAMEA10833775	Chianina-male	IT	N
714	ERR7531129	SAMEA10833778	Chianina-female	IT	N
715	ERR7531130	SAMEA10833779	Chianina-female	IT	N
716	ERR7531131	SAMEA10833780	Chianina-female	IT	N
717	ERR7531132	SAMEA10833781	Limousin-male	FR	CS
718	ERR7531133	SAMEA10833782	Limousin-male	FR	CS
719	ERR7531135	SAMEA10833784	Brown Swiss-female	SW	E
720	ERR7531136	SAMEA10833785	Brown Swiss-female	SW	E
721	ERR7531137	SAMEA10833786	Brown Swiss-female	SW	E
722	ERR7531138	SAMEA10833787	Brown Swiss-female	SW	E
723	ERR7531139	SAMEA10833788	Brown Swiss-female	SW	E
724	ERR7531140	SAMEA10833789	Brown Swiss-female	SW	E
725	ERR7531141	SAMEA10833790	Brown Swiss-female	SW	E
726	ERR7531142	SAMEA10833791	Brown Swiss-female	SW	E
727	ERR7531143	SAMEA10833792	Brown Swiss-female	SW	E
728	ERR7531144	SAMEA10833793	Brown Swiss-female	SW	E
729	ERR7531145	SAMEA10833794	Brown Swiss-female	SW	E
730	ERR7531149	SAMEA10833798	Brown Swiss-male	SW	E
731	ERR7531151	SAMEA10833800	Brown Swiss-female	SW	E
732	ERR7531152	SAMEA10833801	Brown Swiss-male	SW	E
733	ERR7531153	SAMEA10833802	Brown Swiss-female	SW	E
734	ERR7531154	SAMEA10833803	Holstein-male	AM	WHOLE
735	ERR7531155	SAMEA10833804	Simmental-female	SW	W
736	ERR7531156	SAMEA10833805	Holstein-female	AM	WHOLE
737	ERR7531157	SAMEA10833806	Holstein-female	AM	WHOLE
738	ERR7531158	SAMEA10833807	Holstein-female	AM	WHOLE
739	ERR7531159	SAMEA10833808	Holstein-male	AM	WHOLE
740	ERR7531160	SAMEA10833809	Holstein-female	AM	WHOLE
741	ERR7531161	SAMEA10833810	Holstein-female	AM	WHOLE
742	ERR7531162	SAMEA10833811	Brown Swiss-male	SW	E
743	ERR7531164	SAMEA10833813	Brown Swiss-male	SW	E
744	ERR7531165	SAMEA10833814	Ennstaler Bergscheck-male	AU	C
745	ERR7531166	SAMEA10833815	Ennstaler Bergscheck-male	AU	C
746	ERR7531167	SAMEA10833816	Ennstaler Bergscheck-male	AU	C
747	ERR7531168	SAMEA10833817	Holstein-male	AM	WHOLE
748	ERR7531169	SAMEA10833818	Holstein-female	AM	WHOLE
749	ERR7531171	SAMEA10833820	Holstein-male	AM	WHOLE
750	ERR7531172	SAMEA10833821	Holstein-female	AM	WHOLE
751	ERR7531173	SAMEA10833822	Holstein-female	AM	WHOLE
752	ERR7531174	SAMEA10833823	Simmental-female	SW	W
753	ERR7531176	SAMEA10833825	Brown Swiss-male	SW	E
754	ERR7531178	SAMEA10833827	Limousin-male	FR	CS
755	ERR7531179	SAMEA10833828	Limousin-male	FR	CS
756	ERR7531180	SAMEA10833829	Brown Swiss-female	SW	E
757	ERR7531183	SAMEA10833832	Holstein-male	AM	WHOLE
758	ERR7531184	SAMEA10833833	Original Braunvieh-male	SW	C
759	ERR7531185	SAMEA10833834	Original Braunvieh-male	SW	C
760	ERR7531186	SAMEA10833835	Holstein-male	AM	WHOLE
761	ERR7531187	SAMEA10833836	Holstein-male	AM	WHOLE
762	ERR7531188	SAMEA10833837	Brown Swiss-male	SW	E
763	ERR7531189	SAMEA10833838	Holstein-male	AM	WHOLE
764	ERR7531190	SAMEA10833839	Brown Swiss-male	SW	E
765	ERR7531193	SAMEA10833842	Angus-female	SC	WHOLE
766	ERR7531194	SAMEA10833843	Angus-male	SC	WHOLE
767	ERR7531195	SAMEA10833844	Angus-female	SC	WHOLE
768	ERR7531196	SAMEA10833845	Swiss Fleckvieh-male	SW	CW
769	ERR7531198	SAMEA10833847	Brown Swiss-male	SW	E
770	ERR7531199	SAMEA10833848	Wagyu-male	JP	WHOLE
771	ERR7531200	SAMEA10833849	Wagyu-male	JP	WHOLE
772	ERR7531201	SAMEA10833850	Wagyu-female	JP	WHOLE
773	ERR7531202	SAMEA10833851	Simmental-male	SW	W
774	ERR7531203	SAMEA10833852	Simmental-female	SW	W
775	ERR7531204	SAMEA10833853	Simmental-male	SW	W
776	ERR7531205	SAMEA10833854	Holstein-female	AM	WHOLE
777	ERR7531206	SAMEA10833855	Brown Swiss-female	SW	E
778	ERR7531207	SAMEA10833856	Rendena-male	IT	NE
779	ERR7531208	SAMEA10833857	Rendena-female	IT	NE
780	ERR7531209	SAMEA10833858	Rendena-male	IT	NE
781	ERR7531210	SAMEA10833859	Brown Swiss-female	SW	E
782	ERR7531211	SAMEA10833860	Original Braunvieh-female	SW	C
783	ERR7531212	SAMEA10833861	Draugthmaster	AS	WHOLE
784	ERR8135885	SAMEA12596593	Limousin x Brown Swiss	FRxSW	mixed
785	ERR8135886	SAMEA12596594	Brown Swiss	SW	E
786	ERR8135887	SAMEA12596595	Holstein	AM	WHOLE
787	ERR8135888	SAMEA12596596	Brown Swiss	SW	E
788	ERR8135889	SAMEA12596597	Holstein	AM	WHOLE
789	ERR8135890	SAMEA12596598	Brown Swiss	SW	E
790	ERR8135891	SAMEA12596599	Original Braunvieh	SW	C
791	ERR8135892	SAMEA12596600	Original Braunvieh	SW	C
792	ERR8135893	SAMEA12596601	Original Braunvieh	SW	C
793	ERR8135894	SAMEA12596602	Holstein	AM	WHOLE
794	ERR8135895	SAMEA12596603	Holstein	AM	WHOLE
795	ERR8135896	SAMEA12596604	Holstein	AM	WHOLE
796	ERR8135897	SAMEA12596605	Shorthorn	UK	NE
797	ERR8135898	SAMEA12596606	Shorthorn	UK	NE
798	ERR8135899	SAMEA12596607	Angus x Limousin	SCxFR	S
799	ERR8135900	SAMEA12596608	Limousin	FR	CS
800	ERR8135901	SAMEA12596609	Angus	SC	WHOLE
801	ERR8135902	SAMEA12596610	Angus	SC	WHOLE
802	ERR8135903	SAMEA12596611	Angus	SC	WHOLE
803	ERR8135904	SAMEA12596612	Angus	SC	WHOLE
804	ERR8135905	SAMEA12596613	Angus	SC	WHOLE
805	ERR8135906	SAMEA12596614	Angus	SC	WHOLE
806	ERR8135907	SAMEA12596615	Angus	SC	WHOLE
807	ERR8135908	SAMEA12596616	Wagyu	JP	WHOLE
808	ERR8135909	SAMEA12596617	Wagyu	JP	WHOLE
